,Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Fwd Packet Length Max, Fwd Packet Length Mean,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance, PSH Flag Count, ACK Flag Count, URG Flag Count, Down/Up Ratio, Average Packet Size, Avg Bwd Segment Size, min_seg_size_forward
193499,52187,694,49716,245,80,6,45,607,230.625,246,0,148.4,132.7490113,0,607,184.7857143,249.3148083,62157.87363,1,0,0,0,199.0,148.4,20
193500,52212,694,59700,246,80,6,45,6,4.0,0,0,0.0,0.0,0,6,2.4,3.286335345,10.8,1,0,0,0,3.0,0.0,20
193501,52213,694,59702,246,80,6,45,1757,388.25,1460,0,423.3333333,573.1595473,0,1757,376.4,622.1886255,387118.6857,1,0,0,0,403.2857143,423.3333333,20
193502,52226,694,43416,257,80,6,45,685,228.3333333,340,0,85.0,170.0,0,685,128.125,254.5295029,64785.26786,1,0,0,1,146.4285714,85.0,32
193503,52226,694,43416,257,80,6,45,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,32
193504,52239,694,55958,258,80,6,45,683,227.6666667,340,0,85.0,170.0,0,683,127.875,253.9046151,64467.55357,1,0,0,1,146.1428571,85.0,32
193505,52239,694,55958,258,80,6,45,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,32
193506,52253,694,50004,274,80,6,45,664,223.3333333,410,0,105.5,203.0197035,0,664,136.5,256.3607949,65720.85714,1,0,0,1,156.0,105.5,20
193507,52253,694,50004,274,80,6,45,6,6.0,0,0,0.0,0.0,6,6,6.0,0.0,0.0,0,1,0,0,9.0,0.0,20
193508,52311,694,54268,347,80,6,45,653,512.4827586,284,0,133.1666667,140.4458453,0,653,272.4871795,259.7148158,67451.78555,1,0,0,1,276.025974,133.1666667,32
193509,52307,694,54260,347,80,6,45,654,519.1612903,284,0,134.4230769,141.1538371,0,654,274.8095238,259.2608342,67216.18015,1,0,0,1,278.1204819,134.4230769,32
193510,52310,694,54266,347,80,6,45,653,514.3793103,284,0,134.25,141.4879139,0,653,273.8589744,260.6704505,67949.08375,1,0,0,1,277.4155844,134.25,32
193511,52309,694,54264,347,80,6,45,745,475.0606061,1448,0,172.0545455,233.9911694,0,1448,282.4719101,288.6856221,83339.38841,1,0,0,1,285.6818182,172.0545455,32
193512,52312,694,54270,347,80,6,45,655,515.5,284,0,134.9038462,141.5945966,0,655,270.8433735,257.7987248,66460.18249,1,0,0,1,274.1463415,134.9038462,32
193513,52308,694,54262,347,80,6,45,652,515.5666667,283,0,134.3461538,141.0254997,0,652,270.5180723,257.839398,66481.15516,1,0,0,1,273.8170732,134.3461538,32
193514,52311,694,54268,347,80,6,45,6,6.0,0,0,0.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,9.0,0.0,20
193515,52310,694,54266,347,80,6,45,6,6.0,0,0,0.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,9.0,0.0,20
193516,52307,694,54260,347,80,6,45,6,6.0,268,268,268.0,0.0,6,268,58.4,117.169962,13728.8,0,0,0,0,73.0,268.0,20
193517,61755,694,24220,865,53,17,45,43,43.0,105,105,105.0,0.0,43,105,67.8,33.95879857,1153.2,0,0,0,1,84.75,105.0,20
193518,62824,694,35230,865,53,17,45,43,43.0,121,121,121.0,0.0,43,121,74.2,42.72235949,1825.2,0,0,0,1,92.75,121.0,20
193519,60955,694,1610,865,53,17,45,43,43.0,121,121,121.0,0.0,43,121,74.2,42.72235949,1825.2,0,0,0,1,92.75,121.0,20
193520,63937,694,46657,865,53,17,45,31,31.0,53,53,53.0,0.0,31,53,39.8,12.04989627,145.2,0,0,0,1,49.75,53.0,20
193521,61894,694,2572,865,53,17,45,32,32.0,48,48,48.0,0.0,32,48,38.4,8.76356092,76.8,0,0,0,1,48.0,48.0,32
193522,60564,694,12098,865,53,17,45,40,40.0,108,108,108.0,0.0,40,108,67.2,37.24513391,1387.2,0,0,0,1,84.0,108.0,20
193523,62281,694,29487,865,53,17,45,35,35.0,84,84,84.0,0.0,35,84,54.6,26.83840532,720.3,0,0,0,1,68.25,84.0,40
193524,63517,694,42449,865,53,17,45,35,35.0,84,84,84.0,0.0,35,84,54.6,26.83840532,720.3,0,0,0,1,68.25,84.0,40
193525,60629,694,12718,865,53,17,45,35,35.0,51,51,51.0,0.0,35,51,41.4,8.76356092,76.8,0,0,0,1,51.75,51.0,40
193526,62318,694,29934,865,53,17,45,34,34.0,56,56,56.0,0.0,34,56,42.8,12.04989627,145.2,0,0,0,1,53.5,56.0,20
193527,61257,694,19201,865,53,17,45,32,32.0,81,81,81.0,0.0,32,81,51.6,26.83840532,720.3,0,0,0,1,64.5,81.0,32
193528,64969,694,5730,865,53,17,45,31,31.0,97,97,97.0,0.0,31,97,57.4,36.1496888,1306.8,0,0,0,1,71.75,97.0,20
193529,64372,694,51108,865,53,17,45,39,39.0,97,97,97.0,0.0,39,97,62.2,31.76790834,1009.2,0,0,0,1,77.75,97.0,20
193530,61450,694,21033,865,53,17,45,33,33.0,82,82,82.0,0.0,33,82,52.6,26.83840532,720.3,0,0,0,1,65.75,82.0,20
193531,64307,694,50431,865,53,17,45,32,32.0,48,48,48.0,0.0,32,48,38.4,8.76356092,76.8,0,0,0,1,48.0,48.0,40
193532,62097,694,27801,865,53,17,45,38,38.0,106,106,106.0,0.0,38,106,65.2,37.24513391,1387.2,0,0,0,1,81.5,106.0,20
193533,61119,694,17778,865,53,17,45,35,35.0,84,84,84.0,0.0,35,84,54.6,26.83840532,720.3,0,0,0,1,68.25,84.0,40
193534,64325,694,50687,865,53,17,45,32,32.0,48,48,48.0,0.0,32,48,38.4,8.76356092,76.8,0,0,0,1,48.0,48.0,40
193535,64500,694,52415,865,53,17,45,31,31.0,47,47,47.0,0.0,31,47,37.4,8.76356092,76.8,0,0,0,1,46.75,47.0,40
193536,62086,694,27632,865,53,17,45,40,40.0,56,56,56.0,0.0,40,56,46.4,8.76356092,76.8,0,0,0,1,58.0,56.0,20
193537,65332,694,60868,865,53,17,45,35,35.0,51,51,51.0,0.0,35,51,41.4,8.76356092,76.8,0,0,0,1,51.75,51.0,40
193538,64103,694,48449,865,53,17,45,32,32.0,48,48,48.0,0.0,32,48,38.4,8.76356092,76.8,0,0,0,1,48.0,48.0,40
193539,65216,694,5987,865,53,17,45,35,35.0,51,51,51.0,0.0,35,51,41.4,8.76356092,76.8,0,0,0,1,51.75,51.0,40
193540,64416,694,51585,865,53,17,45,32,32.0,81,81,81.0,0.0,32,81,51.6,26.83840532,720.3,0,0,0,1,64.5,81.0,40
193541,62584,694,32645,865,53,17,45,32,32.0,102,102,102.0,0.0,32,102,60.0,38.34057903,1470.0,0,0,0,1,75.0,102.0,20
193542,63177,694,38964,865,53,17,45,31,31.0,69,69,69.0,0.0,31,69,46.2,20.81345719,433.2,0,0,0,1,57.75,69.0,20
193543,64691,694,54529,865,53,17,45,34,34.0,72,72,72.0,0.0,34,72,49.2,20.81345719,433.2,0,0,0,1,61.5,72.0,20
193544,63161,694,3879,865,53,17,45,32,32.0,70,70,70.0,0.0,32,70,47.2,20.81345719,433.2,0,0,0,1,59.0,70.0,20
193545,61463,694,21132,865,53,17,45,38,38.0,54,54,54.0,0.0,38,54,44.4,8.76356092,76.8,0,0,0,1,55.5,54.0,20
193546,63536,694,42658,865,53,17,45,32,32.0,81,81,81.0,0.0,32,81,51.6,26.83840532,720.3,0,0,0,1,64.5,81.0,40
193547,63929,694,46605,865,53,17,45,32,32.0,81,81,81.0,0.0,32,81,51.6,26.83840532,720.3,0,0,0,1,64.5,81.0,40
193548,61715,694,23797,865,53,17,45,35,35.0,84,84,84.0,0.0,35,84,54.6,26.83840532,720.3,0,0,0,1,68.25,84.0,40
193549,64091,694,48309,865,53,17,45,35,35.0,84,84,84.0,0.0,35,84,54.6,26.83840532,720.3,0,0,0,1,68.25,84.0,20
193550,62614,694,32928,865,53,17,45,32,32.0,48,48,48.0,0.0,32,48,38.4,8.76356092,76.8,0,0,0,1,48.0,48.0,40
193551,64741,694,55079,865,53,17,45,35,35.0,51,51,51.0,0.0,35,51,41.4,8.76356092,76.8,0,0,0,1,51.75,51.0,40
193552,61162,694,18173,865,53,17,45,32,32.0,48,48,48.0,0.0,32,48,38.4,8.76356092,76.8,0,0,0,1,48.0,48.0,40
193553,63880,694,46135,865,53,17,45,35,35.0,51,51,51.0,0.0,35,51,41.4,8.76356092,76.8,0,0,0,1,51.75,51.0,40
193554,65340,694,60969,865,53,17,45,32,32.0,48,48,48.0,0.0,32,48,38.4,8.76356092,76.8,0,0,0,1,48.0,48.0,40
193555,62621,694,32991,865,53,17,45,36,36.0,52,52,52.0,0.0,36,52,42.4,8.76356092,76.8,0,0,0,1,53.0,52.0,20
193556,61581,694,22299,865,53,17,45,31,31.0,80,80,80.0,0.0,31,80,50.6,26.83840532,720.3,0,0,0,1,63.25,80.0,20
193557,62129,694,28170,865,53,17,45,35,35.0,51,51,51.0,0.0,35,51,41.4,8.76356092,76.8,0,0,0,1,51.75,51.0,20
193558,65634,694,64047,865,53,17,45,39,39.0,129,129,129.0,0.0,39,129,75.0,49.29503018,2430.0,0,0,0,1,93.75,129.0,20
193559,60571,694,12155,865,53,17,45,36,36.0,85,85,85.0,0.0,36,85,55.6,26.83840532,720.3,0,0,0,1,69.5,85.0,20
193560,60391,694,1037,865,53,17,45,35,35.0,51,51,51.0,0.0,35,51,41.4,8.76356092,76.8,0,0,0,1,51.75,51.0,40
193561,62130,694,28185,865,53,17,45,35,35.0,84,84,84.0,0.0,35,84,54.6,26.83840532,720.3,0,0,0,1,68.25,84.0,40
193562,65694,694,64627,865,53,17,45,35,35.0,84,84,84.0,0.0,35,84,54.6,26.83840532,720.3,0,0,0,1,68.25,84.0,20
193563,63720,694,44604,865,53,17,45,35,35.0,84,84,84.0,0.0,35,84,54.6,26.83840532,720.3,0,0,0,1,68.25,84.0,40
193564,63218,694,39386,865,53,17,45,31,31.0,47,47,47.0,0.0,31,47,37.4,8.76356092,76.8,0,0,0,1,46.75,47.0,40
193565,65951,694,8388,865,53,17,45,32,32.0,48,48,48.0,0.0,32,48,38.4,8.76356092,76.8,0,0,0,1,48.0,48.0,40
193566,65756,694,65369,865,53,17,45,31,31.0,47,47,47.0,0.0,31,47,37.4,8.76356092,76.8,0,0,0,1,46.75,47.0,20
193567,65351,694,61132,865,53,17,45,31,31.0,80,80,80.0,0.0,31,80,50.6,26.83840532,720.3,0,0,0,1,63.25,80.0,40
193568,61315,694,19798,865,53,17,45,31,31.0,116,116,116.0,0.0,31,116,65.0,46.55641739,2167.5,0,0,0,1,81.25,116.0,20
193569,63336,694,40582,865,53,17,45,32,32.0,48,48,48.0,0.0,32,48,38.4,8.76356092,76.8,0,0,0,1,48.0,48.0,40
193570,63846,694,45768,865,53,17,45,32,32.0,81,81,81.0,0.0,32,81,51.6,26.83840532,720.3,0,0,0,1,64.5,81.0,40
193571,63964,694,46943,865,53,17,45,35,35.0,51,51,51.0,0.0,35,51,41.4,8.76356092,76.8,0,0,0,1,51.75,51.0,20
193572,63919,694,46522,865,53,17,45,32,32.0,48,48,48.0,0.0,32,48,38.4,8.76356092,76.8,0,0,0,1,48.0,48.0,40
193573,65659,694,6423,865,53,17,45,33,33.0,49,49,49.0,0.0,33,49,39.4,8.76356092,76.8,0,0,0,1,49.25,49.0,20
193574,61797,694,24684,865,53,17,45,32,32.0,102,102,102.0,0.0,32,102,60.0,38.34057903,1470.0,0,0,0,1,75.0,102.0,20
193575,62598,694,32788,865,53,17,45,32,32.0,102,102,102.0,0.0,32,102,60.0,38.34057903,1470.0,0,0,0,1,75.0,102.0,20
193576,61835,694,25130,865,53,17,45,32,32.0,102,102,102.0,0.0,32,102,60.0,38.34057903,1470.0,0,0,0,1,75.0,102.0,20
193577,60859,694,15014,865,53,17,45,32,32.0,102,102,102.0,0.0,32,102,60.0,38.34057903,1470.0,0,0,0,1,75.0,102.0,20
193578,66069,694,9619,865,53,17,45,32,32.0,129,129,129.0,0.0,32,129,70.8,53.12908808,2822.7,0,0,0,1,88.5,129.0,20
193579,65744,694,65216,865,53,17,45,32,32.0,129,129,129.0,0.0,32,129,70.8,53.12908808,2822.7,0,0,0,1,88.5,129.0,20
193580,62879,694,35748,865,53,17,45,32,32.0,102,102,102.0,0.0,32,102,60.0,38.34057903,1470.0,0,0,0,1,75.0,102.0,20
193581,62704,694,33899,865,53,17,45,32,32.0,129,129,129.0,0.0,32,129,70.8,53.12908808,2822.7,0,0,0,1,88.5,129.0,20
193582,66053,694,9396,865,53,17,45,32,32.0,129,129,129.0,0.0,32,129,70.8,53.12908808,2822.7,0,0,0,1,88.5,129.0,20
193583,65541,694,63064,865,53,17,45,35,35.0,51,51,51.0,0.0,35,51,41.4,8.76356092,76.8,0,0,0,1,51.75,51.0,20
193584,61543,694,21880,865,53,17,45,32,32.0,102,102,102.0,0.0,32,102,60.0,38.34057903,1470.0,0,0,0,1,75.0,102.0,40
193585,60948,694,15974,865,53,17,45,32,32.0,129,129,129.0,0.0,32,129,70.8,53.12908808,2822.7,0,0,0,1,88.5,129.0,20
193586,65037,694,58043,865,53,17,45,32,32.0,102,102,102.0,0.0,32,102,60.0,38.34057903,1470.0,0,0,0,1,75.0,102.0,20
193587,60399,694,10421,865,53,17,45,32,32.0,129,129,129.0,0.0,32,129,70.8,53.12908808,2822.7,0,0,0,1,88.5,129.0,20
193588,65326,694,60807,865,53,17,45,32,32.0,102,102,102.0,0.0,32,102,60.0,38.34057903,1470.0,0,0,0,1,75.0,102.0,32
193589,63088,694,3813,865,53,17,45,32,32.0,129,129,129.0,0.0,32,129,70.8,53.12908808,2822.7,0,0,0,1,88.5,129.0,20
193590,61374,694,20277,865,53,17,45,32,32.0,102,102,102.0,0.0,32,102,60.0,38.34057903,1470.0,0,0,0,1,75.0,102.0,20
193591,62987,694,37084,865,53,17,45,32,32.0,102,102,102.0,0.0,32,102,60.0,38.34057903,1470.0,0,0,0,1,75.0,102.0,32
193592,63989,694,47252,865,53,17,45,32,32.0,129,129,129.0,0.0,32,129,70.8,53.12908808,2822.7,0,0,0,1,88.5,129.0,32
193593,65095,694,58636,865,53,17,45,32,32.0,129,129,129.0,0.0,32,129,70.8,53.12908808,2822.7,0,0,0,1,88.5,129.0,32
193594,64565,694,52987,865,53,17,45,32,32.0,129,129,129.0,0.0,32,129,70.8,53.12908808,2822.7,0,0,0,1,88.5,129.0,20
193595,64886,694,56524,865,53,17,45,32,32.0,129,129,129.0,0.0,32,129,70.8,53.12908808,2822.7,0,0,0,1,88.5,129.0,20
193596,65136,694,59085,865,53,17,45,32,32.0,102,102,102.0,0.0,32,102,60.0,38.34057903,1470.0,0,0,0,1,75.0,102.0,32
193597,62355,694,30274,865,53,17,45,32,32.0,129,129,129.0,0.0,32,129,70.8,53.12908808,2822.7,0,0,0,1,88.5,129.0,20
193598,61625,694,22834,865,53,17,45,32,32.0,129,129,129.0,0.0,32,129,70.8,53.12908808,2822.7,0,0,0,1,88.5,129.0,20
193599,63687,694,44192,865,53,17,45,35,35.0,51,51,51.0,0.0,35,51,41.4,8.76356092,76.8,0,0,0,1,51.75,51.0,40
193600,65377,694,61418,865,53,17,45,32,32.0,102,102,102.0,0.0,32,102,60.0,38.34057903,1470.0,0,0,0,1,75.0,102.0,32
193601,63270,694,39947,865,53,17,45,32,32.0,102,102,102.0,0.0,32,102,60.0,38.34057903,1470.0,0,0,0,1,75.0,102.0,32
193602,62537,694,32241,865,53,17,45,32,32.0,129,129,129.0,0.0,32,129,70.8,53.12908808,2822.7,0,0,0,1,88.5,129.0,32
193603,63889,694,46212,865,53,17,45,32,32.0,129,129,129.0,0.0,32,129,70.8,53.12908808,2822.7,0,0,0,1,88.5,129.0,20
193604,62474,694,31475,865,53,17,45,32,32.0,102,102,102.0,0.0,32,102,60.0,38.34057903,1470.0,0,0,0,1,75.0,102.0,20
193605,62714,694,33980,865,53,17,45,32,32.0,102,102,102.0,0.0,32,102,60.0,38.34057903,1470.0,0,0,0,1,75.0,102.0,32
193606,64347,694,50902,865,53,17,45,35,35.0,84,84,84.0,0.0,35,84,54.6,26.83840532,720.3,0,0,0,1,68.25,84.0,20
193607,61593,694,22429,865,53,17,45,35,35.0,51,51,51.0,0.0,35,51,41.4,8.76356092,76.8,0,0,0,1,51.75,51.0,20
193608,63991,694,47254,865,53,17,45,32,32.0,129,129,129.0,0.0,32,129,70.8,53.12908808,2822.7,0,0,0,1,88.5,129.0,20
193609,62865,694,35606,865,53,17,45,32,32.0,129,129,129.0,0.0,32,129,70.8,53.12908808,2822.7,0,0,0,1,88.5,129.0,32
193610,64481,694,52250,865,53,17,45,32,32.0,102,102,102.0,0.0,32,102,60.0,38.34057903,1470.0,0,0,0,1,75.0,102.0,20
193611,60987,694,16440,865,53,17,45,35,35.0,51,51,51.0,0.0,35,51,41.4,8.76356092,76.8,0,0,0,1,51.75,51.0,20
193612,62949,694,36503,865,53,17,45,35,35.0,51,51,51.0,0.0,35,51,41.4,8.76356092,76.8,0,0,0,1,51.75,51.0,40
193613,61025,694,16861,865,53,17,45,32,32.0,102,102,102.0,0.0,32,102,60.0,38.34057903,1470.0,0,0,0,1,75.0,102.0,32
193614,65741,694,65168,865,53,17,45,32,32.0,129,129,129.0,0.0,32,129,70.8,53.12908808,2822.7,0,0,0,1,88.5,129.0,20
193615,65077,694,58454,865,53,17,45,32,32.0,102,102,102.0,0.0,32,102,60.0,38.34057903,1470.0,0,0,0,1,75.0,102.0,20
193616,64191,694,49406,865,53,17,45,32,32.0,102,102,102.0,0.0,32,102,60.0,38.34057903,1470.0,0,0,0,1,75.0,102.0,20
193617,61182,694,18436,865,53,17,45,32,32.0,129,129,129.0,0.0,32,129,70.8,53.12908808,2822.7,0,0,0,1,88.5,129.0,20
193618,64218,694,4964,865,53,17,45,32,32.0,102,102,102.0,0.0,32,102,60.0,38.34057903,1470.0,0,0,0,1,75.0,102.0,20
193619,65003,694,57715,865,53,17,45,32,32.0,129,129,129.0,0.0,32,129,70.8,53.12908808,2822.7,0,0,0,1,88.5,129.0,32
193620,61960,694,26336,865,53,17,45,32,32.0,102,102,102.0,0.0,32,102,60.0,38.34057903,1470.0,0,0,0,1,75.0,102.0,20
193621,60557,694,12076,865,53,17,45,32,32.0,102,102,102.0,0.0,32,102,60.0,38.34057903,1470.0,0,0,0,1,75.0,102.0,20
193622,65641,694,64086,865,53,17,45,32,32.0,102,102,102.0,0.0,32,102,60.0,38.34057903,1470.0,0,0,0,1,75.0,102.0,20
193623,65331,694,60864,865,53,17,45,32,32.0,129,129,129.0,0.0,32,129,70.8,53.12908808,2822.7,0,0,0,1,88.5,129.0,32
193624,61689,694,23551,865,53,17,45,32,32.0,129,129,129.0,0.0,32,129,70.8,53.12908808,2822.7,0,0,0,1,88.5,129.0,20
193625,63352,694,40738,865,53,17,45,32,32.0,102,102,102.0,0.0,32,102,60.0,38.34057903,1470.0,0,0,0,1,75.0,102.0,20
193626,62724,694,34068,865,53,17,45,32,32.0,129,129,129.0,0.0,32,129,70.8,53.12908808,2822.7,0,0,0,1,88.5,129.0,32
193627,63554,694,42796,865,53,17,45,35,35.0,84,84,84.0,0.0,35,84,54.6,26.83840532,720.3,0,0,0,1,68.25,84.0,20
