,Label
193645,0
193646,0
193647,0
193648,0
193649,0
193650,0
193651,0
193652,0
193653,0
193654,0
193655,0
193656,0
193657,0
193658,0
193659,0
193660,0
193661,0
193662,0
193663,0
193664,0
193665,0
193666,0
193667,0
193668,0
193669,0
193670,0
193671,0
193672,0
193673,0
193674,0
193675,0
193676,0
193677,0
193678,0
193679,0
193680,0
193681,0
193682,0
193683,0
193684,0
193685,0
193686,0
193687,0
193688,0
193689,0
193690,0
193691,0
193692,0
193693,0
193694,0
193695,0
193696,0
193697,0
193698,0
193699,0
193700,0
193701,0
193702,0
193703,0
193704,0
193705,0
193706,0
193707,0
193708,0
193709,0
193710,0
193711,0
193712,0
193713,0
193714,0
193715,0
193716,0
193717,0
193718,0
193719,0
193720,0
193721,0
193722,0
193723,0
193724,0
193725,0
193726,0
193727,0
193728,0
193729,0
193730,0
193731,0
193732,0
193733,0
193734,0
193735,0
193736,0
193737,0
193738,0
193739,0
193740,0
193741,0
193742,0
193743,0
193744,0
193745,0
193746,0
193747,0
193748,0
193749,0
193750,0
193751,0
193752,0
193753,0
193754,0
193755,0
193756,0
193757,0
193758,0
193759,0
193760,0
193761,0
193762,0
193763,0
193764,0
193765,0
193766,0
193767,0
193768,0
193769,0
193770,0
193771,0
193772,0
193773,0
193774,0
193775,0
193776,0
193777,0
193778,0
193779,0
193780,0
193781,0
193782,0
193783,0
193784,0
193785,0
193786,0
193787,0
193788,0
193789,0
193790,0
193791,0
193792,0
193793,0
193794,0
193795,0
193796,0
193797,0
193798,0
193799,0
193800,0
193801,0
193802,0
193803,0
193804,0
193805,0
193806,0
193807,0
193808,0
193809,0
193810,0
193811,0
193812,0
193813,0
193814,0
193815,0
193816,0
193817,0
193818,0
193819,0
193820,0
193821,0
193822,0
193823,0
193824,0
193825,0
193826,0
193827,0
193828,0
193829,0
193830,0
193831,0
193832,0
193833,0
193834,0
193835,0
193836,0
193837,0
193838,0
193839,0
193840,0
193841,0
193842,0
193843,0
193844,0
193845,0
193846,0
193847,0
193848,0
193849,0
193850,0
193851,0
193852,0
193853,0
193854,0
193855,0
193856,0
193857,0
193858,0
193859,0
193860,0
193861,0
193862,0
193863,0
193864,0
193865,0
193866,0
193867,0
193868,0
193869,0
193870,0
193871,0
193872,0
193873,0
193874,0
193875,0
193876,0
193877,0
193878,0
193879,0
193880,0
193881,0
193882,0
193883,0
193884,0
193885,0
193886,0
193887,0
193888,0
193889,0
193890,0
193891,0
193892,0
193893,0
193894,0
193895,0
193896,0
193897,0
193898,0
193899,0
193900,0
193901,0
193902,0
193903,0
193904,0
193905,0
193906,0
193907,0
193908,0
193909,0
193910,0
193911,0
193912,0
193913,0
193914,0
193915,0
193916,0
193917,0
193918,0
193919,0
193920,0
193921,0
193922,0
193923,0
193924,0
193925,0
193926,0
193927,0
193928,0
193929,0
193930,0
193931,0
193932,0
193933,0
193934,0
193935,0
193936,0
193937,0
193938,0
193939,0
193940,0
193941,0
193942,0
193943,0
193944,0
193945,0
193946,0
193947,0
193948,0
193949,0
193950,0
193951,0
193952,0
193953,0
193954,0
193955,0
193956,0
193957,0
193958,0
193959,0
193960,0
193961,0
193962,0
193963,0
193964,0
193965,0
193966,0
193967,0
193968,0
193969,0
193970,0
193971,0
193972,0
193973,0
193974,0
193975,0
193976,0
193977,0
193978,0
193979,0
193980,0
193981,0
193982,0
193983,0
193984,0
193985,0
193986,0
193987,0
193988,0
193989,0
193990,0
193991,0
193992,0
193993,0
193994,0
193995,0
193996,0
193997,0
193998,0
193999,0
194000,0
194001,0
194002,0
194003,0
194004,0
194005,0
194006,0
194007,0
194008,0
194009,0
194010,0
194011,0
194012,0
194013,0
194014,0
194015,0
194016,0
194017,0
194018,0
194019,0
194020,0
194021,0
194022,0
194023,0
194024,0
194025,0
194026,0
194027,0
194028,0
194029,0
194030,0
194031,0
194032,0
194033,0
194034,0
194035,0
194036,0
194037,0
194038,0
194039,0
194040,0
194041,0
194042,0
194043,0
194044,0
194045,0
194046,0
194047,0
194048,0
194049,0
194050,0
194051,0
194052,0
194053,0
194054,0
194055,0
194056,0
194057,0
194058,0
194059,0
194060,0
194061,0
194062,0
194063,0
194064,0
194065,0
194066,0
194067,0
194068,0
194069,0
194070,0
194071,0
194072,0
194073,0
194074,0
194075,0
194076,0
194077,0
194078,0
194079,0
194080,0
194081,0
194082,0
194083,0
194084,0
194085,0
194086,0
194087,0
194088,0
194089,0
194090,0
194091,0
194092,0
194093,0
194094,0
194095,0
194096,0
194097,0
194098,0
194099,0
194100,0
194101,0
194102,0
194103,0
194104,0
194105,0
194106,0
194107,0
194108,0
194109,0
194110,0
194111,0
194112,0
194113,0
194114,0
194115,0
194116,0
194117,0
194118,0
194119,0
194120,0
194121,0
194122,0
194123,0
194124,0
194125,0
194126,0
194127,0
194128,0
194129,0
194130,0
194131,0
194132,0
194133,0
194134,0
194135,0
194136,0
194137,0
194138,0
194139,0
194140,0
194141,0
194142,0
194143,0
194144,0
194145,0
194146,0
194147,0
194148,0
194149,0
194150,0
194151,0
194152,0
194153,0
194154,0
194155,0
194156,0
194157,0
194158,0
194159,0
194160,0
194161,0
194162,0
194163,0
194164,0
194165,0
194166,0
194167,0
194168,0
194169,0
194170,0
194171,0
194172,0
194173,0
194174,0
194175,0
194176,0
194177,0
194178,0
194179,0
194180,0
194181,0
194182,0
194183,0
194184,0
194185,0
194186,0
194187,0
194188,0
194189,0
194190,0
194191,0
194192,0
194193,0
194194,0
194195,0
194196,0
194197,0
194198,0
194199,0
194200,0
194201,0
194202,0
194203,0
194204,0
194205,0
194206,0
194207,0
194208,0
194209,0
194210,0
194211,0
194212,0
194213,0
194214,0
194215,0
194216,0
194217,0
194218,0
194219,0
194220,0
194221,0
194222,0
194223,0
194224,0
194225,0
194226,0
194227,0
194228,0
194229,0
194230,0
194231,0
194232,0
194233,0
194234,0
194235,0
194236,0
194237,0
194238,0
194239,0
194240,0
194241,0
194242,0
194243,0
194244,0
194245,0
194246,0
194247,0
194248,0
194249,0
194250,0
194251,0
194252,0
194253,0
194254,0
194255,0
194256,0
194257,0
194258,0
194259,0
194260,0
194261,0
194262,0
194263,0
194264,0
194265,0
194266,0
194267,0
194268,0
194269,0
194270,0
194271,0
194272,0
194273,0
194274,0
194275,0
194276,0
194277,0
194278,0
194279,0
194280,0
194281,0
194282,0
194283,0
194284,0
194285,0
194286,0
194287,0
194288,0
194289,0
194290,0
194291,0
194292,0
194293,0
194294,0
194295,0
194296,0
194297,0
194298,0
194299,0
194300,0
194301,0
194302,0
194303,0
194304,0
194305,0
194306,0
194307,0
194308,0
194309,0
194310,0
194311,0
194312,0
194313,0
194314,0
194315,0
194316,0
194317,0
194318,0
194319,0
194320,0
194321,0
194322,0
194323,0
194324,0
194325,0
194326,0
194327,0
194328,0
194329,0
194330,0
194331,0
194332,0
194333,0
194334,0
194335,0
194336,0
194337,0
194338,0
194339,0
194340,0
194341,0
194342,0
194343,0
194344,0
194345,0
194346,0
194347,0
194348,0
194349,0
194350,0
194351,0
194352,0
194353,0
194354,0
194355,0
194356,0
194357,0
194358,0
194359,0
194360,0
194361,0
194362,0
194363,0
194364,0
194365,0
194366,0
194367,0
194368,0
194369,0
194370,0
194371,0
194372,0
194373,0
194374,0
194375,0
194376,0
194377,0
194378,0
194379,0
194380,0
194381,0
194382,0
194383,0
194384,0
194385,0
194386,0
194387,0
194388,0
194389,0
194390,0
194391,0
194392,0
194393,0
194394,0
194395,0
194396,0
194397,0
194398,0
194399,0
194400,0
194401,0
194402,0
194403,0
194404,0
194405,0
194406,0
194407,0
194408,0
194409,0
194410,0
194411,0
194412,0
194413,0
194414,0
194415,0
194416,0
194417,0
194418,0
194419,0
194420,0
194421,0
194422,0
194423,0
194424,0
194425,0
194426,0
194427,0
194428,0
194429,0
194430,0
194431,0
194432,0
194433,0
194434,0
194435,0
194436,0
194437,0
194438,0
194439,0
194440,0
194441,0
194442,0
194443,0
194444,0
194445,0
194446,0
194447,0
194448,0
194449,0
194450,0
194451,0
194452,0
194453,0
194454,0
194455,0
194456,0
194457,0
194458,0
194459,0
194460,0
194461,0
194462,0
194463,0
194464,0
194465,0
194466,0
194467,0
194468,0
194469,0
194470,0
194471,0
194472,0
194473,0
194474,0
194475,0
194476,0
194477,0
194478,0
194479,0
194480,0
194481,0
194482,0
194483,0
194484,0
194485,0
194486,0
194487,0
194488,0
194489,0
194490,0
194491,0
194492,0
194493,0
194494,0
194495,0
194496,0
194497,0
194498,0
194499,0
194500,0
194501,0
194502,0
194503,0
194504,0
194505,0
194506,0
194507,0
194508,0
194509,0
194510,0
194511,0
194512,0
194513,0
194514,0
194515,0
194516,0
194517,0
194518,0
194519,0
194520,0
194521,0
194522,0
194523,0
194524,0
194525,0
194526,0
194527,0
194528,0
194529,0
194530,0
194531,0
194532,0
194533,0
194534,0
194535,0
194536,0
194537,0
194538,0
194539,0
194540,0
194541,0
194542,0
194543,0
194544,0
194545,0
194546,0
194547,0
194548,0
194549,0
194550,0
194551,0
194552,0
194553,0
194554,0
194555,0
194556,0
194557,0
194558,0
194559,0
194560,0
194561,0
194562,0
194563,0
194564,0
194565,0
194566,0
194567,0
194568,0
194569,0
194570,0
194571,0
194572,0
194573,0
194574,0
194575,0
194576,0
194577,0
194578,0
194579,0
194580,0
194581,0
194582,0
194583,0
194584,0
194585,0
194586,0
194587,0
194588,0
194589,0
194590,0
194591,0
194592,0
194593,0
194594,0
194595,0
194596,0
194597,0
194598,0
194599,0
194600,0
194601,0
194602,0
194603,0
194604,0
194605,0
194606,0
194607,0
194608,0
194609,0
194610,0
194611,0
194612,0
194613,0
194614,0
194615,0
194616,0
194617,0
194618,0
194619,0
194620,0
194621,0
194622,0
194623,0
194624,0
194625,0
194626,0
194627,0
194628,0
194629,0
194630,0
194631,0
194632,0
194633,0
194634,0
194635,0
194636,0
194637,0
194638,0
194639,0
194640,0
194641,0
194642,0
194643,0
194644,0
194645,0
194646,0
194647,0
194648,0
194649,0
194650,0
194651,0
194652,0
194653,0
194654,0
194655,0
194656,0
194657,0
194658,0
194659,0
194660,0
194661,0
194662,0
194663,0
194664,0
194665,0
194666,0
194667,0
194668,0
194669,0
194670,0
194671,0
194672,0
194673,0
194674,0
194675,0
194676,0
194677,0
194678,0
194679,0
194680,0
194681,0
194682,0
194683,0
194684,0
194685,0
194686,0
194687,0
194688,0
194689,0
194690,0
194691,0
194692,0
194693,0
194694,0
194695,0
194696,0
194697,0
194698,0
194699,0
194700,0
194701,0
194702,0
194703,0
194704,0
194705,0
194706,0
194707,0
194708,0
194709,0
194710,0
194711,0
194712,0
194713,0
194714,0
194715,0
194716,0
194717,0
194718,0
194719,0
194720,0
194721,0
194722,0
194723,0
194724,0
194725,0
194726,0
194727,0
194728,0
194729,0
194730,0
194731,0
194732,0
194733,0
194734,0
194735,0
194736,0
194737,0
194738,0
194739,0
194740,0
194741,0
194742,0
194743,0
194744,0
194745,0
194746,0
194747,0
194748,0
194749,0
194750,0
194751,0
194752,0
194753,0
194754,0
194755,0
194756,0
194757,0
194758,0
194759,0
194760,0
194761,0
194762,0
194763,0
194764,0
194765,0
194766,0
194767,0
194768,0
194769,0
194770,0
194771,0
194772,0
194773,0
194774,0
194775,0
194776,0
194777,0
194778,0
194779,0
194780,0
194781,0
194782,0
194783,0
194784,0
194785,0
194786,0
194787,0
194788,0
194789,0
194790,0
194791,0
194792,0
194793,0
194794,0
194795,0
194796,0
194797,0
194798,0
194799,0
194800,0
194801,0
194802,0
194803,0
194804,0
194805,0
194806,0
194807,0
194808,0
194809,0
194810,0
194811,0
194812,0
194813,0
194814,0
194815,0
194816,0
194817,0
194818,0
194819,0
194820,0
194821,0
194822,0
194823,0
194824,0
194825,0
194826,0
194827,0
194828,0
194829,0
194830,0
194831,0
194832,0
194833,0
194834,0
194835,0
194836,0
194837,0
194838,0
194839,0
194840,0
194841,0
194842,0
194843,0
194844,0
194845,0
194846,0
194847,0
194848,0
194849,0
194850,0
194851,0
194852,0
194853,0
194854,0
194855,0
194856,0
194857,0
194858,0
194859,0
194860,0
194861,0
194862,0
194863,0
194864,0
194865,0
194866,0
194867,0
194868,0
194869,0
194870,0
194871,0
194872,0
194873,0
194874,0
194875,0
194876,0
194877,0
194878,0
194879,0
194880,0
194881,0
194882,0
194883,0
194884,0
194885,0
194886,0
194887,0
194888,0
194889,0
194890,0
194891,0
194892,0
194893,0
194894,0
194895,0
194896,0
194897,0
194898,0
194899,0
194900,0
194901,0
194902,0
194903,0
194904,0
194905,0
194906,0
194907,0
194908,0
194909,0
194910,0
194911,0
194912,0
194913,0
194914,0
194915,0
194916,0
194917,0
194918,0
194919,0
194920,0
194921,0
194922,0
194923,0
194924,0
194925,0
194926,0
194927,0
194928,0
194929,0
194930,0
194931,0
194932,0
194933,0
194934,0
194935,0
194936,0
194937,0
194938,0
194939,0
194940,0
194941,0
194942,0
194943,0
194944,0
194945,0
194946,0
194947,0
194948,0
194949,0
194950,0
194951,0
194952,0
194953,0
194954,0
194955,0
194956,0
194957,0
194958,0
194959,0
194960,0
194961,0
194962,0
194963,0
194964,0
194965,0
194966,0
194967,0
194968,0
194969,0
194970,0
194971,0
194972,0
194973,0
194974,0
194975,0
194976,0
194977,0
194978,0
194979,0
194980,0
194981,0
194982,0
194983,0
194984,0
194985,0
194986,0
194987,0
194988,0
194989,0
194990,0
194991,0
194992,0
194993,0
194994,0
194995,0
194996,0
194997,0
194998,0
194999,0
195000,0
195001,0
195002,0
195003,0
195004,0
195005,0
195006,0
195007,0
195008,0
195009,0
195010,0
195011,0
195012,0
195013,0
195014,0
195015,0
195016,0
195017,0
195018,0
195019,0
195020,0
195021,0
195022,0
195023,0
195024,0
195025,0
195026,0
195027,0
195028,0
195029,0
195030,0
195031,0
195032,0
195033,0
195034,0
195035,0
195036,0
195037,0
195038,0
195039,0
195040,0
195041,0
195042,0
195043,0
195044,0
195045,0
195046,0
195047,0
195048,0
195049,0
195050,0
195051,0
195052,0
195053,0
195054,0
195055,0
195056,0
195057,0
195058,0
195059,0
195060,0
195061,0
195062,0
195063,0
195064,0
195065,0
195066,0
195067,0
195068,0
195069,0
195070,0
195071,0
195072,0
195073,0
195074,0
195075,0
195076,0
195077,0
195078,0
195079,0
195080,0
195081,0
195082,0
195083,0
195084,0
195085,0
195086,0
195087,0
195088,0
195089,0
195090,0
195091,0
195092,0
195093,0
195094,0
195095,0
195096,0
195097,0
195098,0
195099,0
195100,0
195101,0
195102,0
195103,0
195104,0
195105,0
195106,0
195107,0
195108,0
195109,0
195110,0
195111,0
195112,0
195113,0
195114,0
195115,0
195116,0
195117,0
195118,0
195119,0
195120,0
195121,0
195122,0
195123,0
195124,0
195125,0
195126,0
195127,0
195128,0
195129,0
195130,0
195131,0
195132,0
195133,0
195134,0
195135,0
195136,0
195137,0
195138,0
195139,0
195140,0
195141,0
195142,0
195143,0
195144,0
195145,0
195146,0
195147,0
195148,0
195149,0
195150,0
195151,0
195152,0
195153,0
195154,0
195155,0
195156,0
195157,0
195158,0
195159,0
195160,0
195161,0
195162,0
195163,0
195164,0
195165,0
195166,0
195167,0
195168,0
195169,0
195170,0
195171,0
195172,0
195173,0
195174,0
195175,0
195176,0
195177,0
195178,0
195179,0
195180,0
195181,0
195182,0
195183,0
195184,0
195185,0
195186,0
195187,0
195188,0
195189,0
195190,0
195191,0
195192,0
195193,0
195194,0
195195,0
195196,0
195197,0
195198,0
195199,0
195200,0
195201,0
195202,0
195203,0
195204,0
195205,0
195206,0
195207,0
195208,0
195209,0
195210,0
195211,0
195212,0
195213,0
195214,0
195215,0
195216,0
195217,0
195218,0
195219,0
195220,0
195221,0
195222,0
195223,0
195224,0
195225,0
195226,0
195227,0
195228,0
195229,0
195230,0
195231,0
195232,0
195233,0
195234,0
195235,0
195236,0
195237,0
195238,0
195239,0
195240,0
195241,0
195242,0
195243,0
195244,0
195245,0
195246,0
195247,0
195248,0
195249,0
195250,0
195251,0
195252,0
195253,0
195254,0
195255,0
195256,0
195257,0
195258,0
195259,0
195260,0
195261,0
195262,0
195263,0
195264,0
195265,0
195266,0
195267,0
195268,0
195269,0
195270,0
195271,0
195272,0
195273,0
195274,0
195275,0
195276,0
195277,0
195278,0
195279,0
195280,0
195281,0
195282,0
195283,0
195284,0
195285,0
195286,0
195287,0
195288,0
195289,0
195290,0
195291,0
195292,0
195293,0
195294,0
195295,0
195296,0
195297,0
195298,0
195299,0
195300,0
195301,0
195302,0
195303,0
195304,0
195305,0
195306,0
195307,0
195308,0
195309,0
195310,0
195311,0
195312,0
195313,0
195314,0
195315,0
195316,0
195317,0
195318,0
195319,0
195320,0
195321,0
195322,0
195323,0
195324,0
195325,0
195326,0
195327,0
195328,0
195329,0
195330,0
195331,0
195332,0
195333,0
195334,0
195335,0
195336,0
195337,0
195338,0
195339,0
195340,0
195341,0
195342,0
195343,0
195344,0
195345,0
195346,0
195347,0
195348,0
195349,0
195350,0
195351,0
195352,0
195353,0
195354,0
195355,0
195356,0
195357,0
195358,0
195359,0
195360,0
195361,0
195362,0
195363,0
195364,0
195365,0
195366,0
195367,0
195368,0
195369,0
195370,0
195371,0
195372,0
195373,0
195374,0
195375,0
195376,0
195377,0
195378,0
195379,0
195380,0
195381,0
195382,0
195383,0
195384,0
195385,0
195386,0
195387,0
195388,0
195389,0
195390,0
195391,0
195392,0
195393,0
195394,0
195395,0
195396,0
195397,0
195398,0
195399,0
195400,0
195401,0
195402,0
195403,0
195404,0
195405,0
195406,0
195407,0
195408,0
195409,0
195410,0
195411,0
195412,0
195413,0
195414,0
195415,0
195416,0
195417,0
195418,0
195419,0
195420,0
195421,0
195422,0
195423,0
195424,0
195425,0
195426,0
195427,0
195428,0
195429,0
195430,0
195431,0
195432,0
195433,0
195434,0
195435,0
195436,0
195437,0
195438,0
195439,0
195440,0
195441,0
195442,0
195443,0
195444,0
195445,0
195446,0
195447,0
195448,0
195449,0
195450,0
195451,0
195452,0
195453,0
195454,0
195455,0
195456,0
195457,0
195458,0
195459,0
195460,0
195461,0
195462,0
195463,0
195464,0
195465,0
195466,0
195467,0
195468,0
195469,0
195470,0
195471,0
195472,0
195473,0
195474,0
195475,0
195476,0
195477,0
195478,0
195479,0
195480,0
195481,0
195482,0
195483,0
195484,0
195485,0
195486,0
195487,0
195488,0
195489,0
195490,0
195491,0
195492,0
195493,0
195494,0
195495,0
195496,0
195497,0
195498,0
195499,0
195500,0
195501,0
195502,0
195503,0
195504,0
195505,0
195506,0
195507,0
195508,0
195509,0
195510,0
195511,0
195512,0
195513,0
195514,0
195515,0
195516,0
195517,0
195518,0
195519,0
195520,0
195521,0
195522,0
195523,0
195524,0
195525,0
195526,0
195527,0
195528,0
195529,0
195530,0
195531,0
195532,0
195533,0
195534,0
195535,0
195536,0
195537,0
195538,0
195539,0
195540,0
195541,0
195542,0
195543,0
195544,0
195545,0
195546,0
195547,0
195548,0
195549,0
195550,0
195551,0
195552,0
195553,0
195554,0
195555,0
195556,0
195557,0
195558,0
195559,0
195560,0
195561,0
195562,0
195563,0
195564,0
195565,0
195566,0
195567,0
195568,0
195569,0
195570,0
195571,0
195572,0
195573,0
195574,0
195575,0
195576,0
195577,0
195578,0
195579,0
195580,0
195581,0
195582,0
195583,0
195584,0
195585,0
195586,0
195587,0
195588,0
195589,0
195590,0
195591,0
195592,0
195593,0
195594,0
195595,0
195596,0
195597,0
195598,0
195599,0
195600,0
195601,0
195602,0
195603,0
195604,0
195605,0
195606,0
195607,0
195608,0
195609,0
195610,0
195611,0
195612,0
195613,0
195614,0
195615,0
195616,0
195617,0
195618,0
195619,0
195620,0
195621,0
195622,0
195623,0
195624,0
195625,0
195626,0
195627,0
195628,0
195629,0
195630,0
195631,0
195632,0
195633,0
195634,0
195635,0
195636,0
195637,0
195638,0
195639,0
195640,0
195641,0
195642,0
195643,0
195644,0
195645,0
195646,0
195647,0
195648,0
195649,0
195650,0
195651,0
195652,0
195653,0
195654,0
195655,0
195656,0
195657,0
195658,0
195659,0
195660,0
195661,0
195662,0
195663,0
195664,0
195665,0
195666,0
195667,0
195668,0
195669,0
195670,0
195671,0
195672,0
195673,0
195674,0
195675,0
195676,0
195677,0
195678,0
195679,0
195680,0
195681,0
195682,0
195683,0
195684,0
195685,0
195686,0
195687,0
195688,0
195689,0
195690,0
195691,0
195692,0
195693,0
195694,0
195695,0
195696,0
195697,0
195698,0
195699,0
195700,0
195701,0
195702,0
195703,0
195704,0
195705,0
195706,0
195707,0
195708,0
195709,0
195710,0
195711,0
195712,0
195713,0
195714,0
195715,0
195716,0
195717,0
195718,0
195719,0
195720,0
195721,0
195722,0
195723,0
195724,0
195725,0
195726,0
195727,0
195728,0
195729,0
195730,0
195731,0
195732,0
195733,0
195734,0
195735,0
195736,0
195737,0
195738,0
195739,0
195740,0
195741,0
195742,0
195743,0
195744,0
195745,0
195746,0
195747,0
195748,0
195749,0
195750,0
195751,0
195752,0
195753,0
195754,0
195755,0
195756,0
195757,0
195758,0
195759,0
195760,0
195761,0
195762,0
195763,0
195764,0
195765,0
195766,0
195767,0
195768,0
195769,0
195770,0
195771,0
195772,0
195773,0
195774,0
195775,0
195776,0
195777,0
195778,0
195779,0
195780,0
195781,0
195782,0
195783,0
195784,0
195785,0
195786,0
195787,0
195788,0
195789,0
195790,0
195791,0
195792,0
195793,0
195794,0
195795,0
195796,0
195797,0
195798,0
195799,0
195800,0
195801,0
195802,0
195803,0
195804,0
195805,0
195806,0
195807,0
195808,0
195809,0
195810,0
195811,0
195812,0
195813,0
195814,0
195815,0
195816,0
195817,0
195818,0
195819,0
195820,0
195821,0
195822,0
195823,0
195824,0
195825,0
195826,0
195827,0
195828,0
195829,0
195830,0
195831,0
195832,0
195833,0
195834,0
195835,0
195836,0
195837,0
195838,0
195839,0
195840,0
195841,0
195842,0
195843,0
195844,0
195845,0
195846,0
195847,0
195848,0
195849,0
195850,0
195851,0
195852,0
195853,0
195854,0
195855,0
195856,0
195857,0
195858,0
195859,0
195860,0
195861,0
195862,0
195863,0
195864,0
195865,0
195866,0
195867,0
195868,0
195869,0
195870,0
195871,0
195872,0
195873,0
195874,0
195875,0
195876,0
195877,0
195878,0
195879,0
195880,0
195881,0
195882,0
195883,0
195884,0
195885,0
195886,0
195887,0
195888,0
195889,0
195890,0
195891,0
195892,0
195893,0
195894,0
195895,0
195896,0
195897,0
195898,0
195899,0
195900,0
195901,0
195902,0
195903,0
195904,0
195905,0
195906,0
195907,0
195908,0
195909,0
195910,0
195911,0
195912,0
195913,0
195914,0
195915,0
195916,0
195917,0
195918,0
195919,0
195920,0
195921,0
195922,0
195923,0
195924,0
195925,0
195926,0
195927,0
195928,0
195929,0
195930,0
195931,0
195932,0
195933,0
195934,0
195935,0
195936,0
195937,0
195938,0
195939,0
195940,0
195941,0
195942,0
195943,0
195944,0
195945,0
195946,0
195947,0
195948,0
195949,0
195950,0
195951,0
195952,0
195953,0
195954,0
195955,0
195956,0
195957,0
195958,0
195959,0
195960,0
195961,0
195962,0
195963,0
195964,0
195965,0
195966,0
195967,0
195968,0
195969,0
195970,0
195971,0
195972,0
195973,0
195974,0
195975,0
195976,0
195977,0
195978,0
195979,0
195980,0
195981,0
195982,0
195983,0
195984,0
195985,0
195986,0
195987,0
195988,0
195989,0
195990,0
195991,0
195992,0
195993,0
195994,0
195995,0
195996,0
195997,0
195998,0
195999,0
196000,0
196001,0
196002,0
196003,0
196004,0
196005,0
196006,0
196007,0
196008,0
196009,0
196010,0
196011,0
196012,0
196013,0
196014,0
196015,0
196016,0
196017,0
196018,0
196019,0
196020,0
196021,0
196022,0
196023,0
196024,0
196025,0
196026,0
196027,0
196028,0
196029,0
196030,0
196031,0
196032,0
196033,0
196034,0
196035,0
196036,0
196037,0
196038,0
196039,0
196040,0
196041,0
196042,0
196043,0
196044,0
196045,0
196046,0
196047,0
196048,0
196049,0
196050,0
196051,0
196052,0
196053,0
196054,0
196055,0
196056,0
196057,0
196058,0
196059,0
196060,0
196061,0
196062,0
196063,0
196064,0
196065,0
196066,0
196067,0
196068,0
196069,0
196070,0
196071,0
196072,0
196073,0
196074,0
196075,0
196076,0
196077,0
196078,0
196079,0
196080,0
196081,0
196082,0
196083,0
196084,0
196085,0
196086,0
196087,0
196088,0
196089,0
196090,0
196091,0
196092,0
196093,0
196094,0
196095,0
196096,0
196097,0
196098,0
196099,0
196100,0
196101,0
196102,0
196103,0
196104,0
196105,0
196106,0
196107,0
196108,0
196109,0
196110,0
196111,0
196112,0
196113,0
196114,0
196115,0
196116,0
196117,0
196118,0
196119,0
196120,0
196121,0
196122,0
196123,0
196124,0
196125,0
196126,0
196127,0
196128,0
196129,0
196130,0
196131,0
196132,0
196133,0
196134,0
196135,0
196136,0
196137,0
196138,0
196139,0
196140,0
196141,0
196142,0
196143,0
196144,0
196145,0
196146,0
196147,0
196148,0
196149,0
196150,0
196151,0
196152,0
196153,0
196154,0
196155,0
196156,0
196157,0
196158,0
196159,0
196160,0
196161,0
196162,0
196163,0
196164,0
196165,0
196166,0
196167,0
196168,0
196169,0
196170,0
196171,0
196172,0
196173,0
196174,0
196175,0
196176,0
196177,0
196178,0
196179,0
196180,0
196181,0
196182,0
196183,0
196184,0
196185,0
196186,0
196187,0
196188,0
196189,0
196190,0
196191,0
196192,0
196193,0
196194,0
196195,1
196196,1
196197,1
196198,1
196199,1
196200,1
196201,1
196202,1
196203,1
196204,1
196205,1
196206,1
196207,1
196208,1
196209,1
196210,1
196211,1
196212,1
196213,1
196214,1
196215,1
196216,1
196217,1
196218,1
196219,1
196220,1
196221,1
196222,1
196223,1
196224,1
196225,1
196226,1
196227,1
196228,1
196229,1
196230,1
196231,1
196232,1
196233,1
196234,1
196235,1
196236,1
196237,1
196238,1
196239,1
196240,1
196241,1
196242,1
196243,1
